id,RA_C,DEC_C,RA_M,DEC_M,DIF,MAG_R,MAG_V,MAG_B,MAG_err,CMAG_R,CMAG_V,CMAG_B,DATETIME,IMGNAME
643-094185,305.99860740000003,38.502648100000002,305.99865422114948,38.502669581168341,0.153,---,---,12.553007313036378,0.0002335065066626695,---,---,12.293999671936035,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094116,305.94150710000002,38.500873900000002,305.94167650933434,38.500830445693779,0.502,---,---,10.073045506821231,0.00030797459255352245,---,---,10.149999618530273,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094015,305.84486529999998,38.551489799999999,305.84491422379602,38.551468175989726,0.158,---,---,11.997642259625721,0.00030305228381191239,---,---,11.96399974822998,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094243,306.07185770000001,38.5204831,306.07188239560202,38.520498816409386,0.089999999999999997,---,---,12.703107128384659,0.00027458688001770064,---,---,12.840000152587891,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
nan,nan,nan,305.85221013345273,38.522569938258947,nan,---,---,14.963406228419863,0.00036178884100855293,---,---,nan,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094197,306.01940889999997,38.5381334,306.01936387115762,38.538193154749244,0.25,---,---,9.6990856872712357,0.00053295217907384305,---,---,9.8629999160766602,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094184,305.99809269999997,38.530006200000003,305.99811469023706,38.529997820350246,0.069000000000000006,---,---,10.93763294700417,0.002973494038554477,---,---,10.986000061035156,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094119,305.94267980000001,38.521173400000002,305.94258077494305,38.521147942303926,0.29399999999999998,---,---,13.110346632102686,0.00023847912808230268,---,---,12.956999778747559,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094180,305.9956353,38.560020000000002,305.99570072054792,38.560137483606226,0.46100000000000002,---,---,10.908790646478058,0.00031891816077647841,---,---,10.866999626159668,2018-06-25 02:37:58.926000,M 29_Light_B_20180625_00000246.fits
643-094286,306.15079300000002,38.443072800000003,306.15063415432866,38.442991096099071,0.53600000000000003,---,---,12.321592878240967,0.00038103129881184456,---,---,12.265999794006348,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
nan,nan,nan,306.15148111815552,38.443436080795337,nan,---,---,12.327208386972343,0.00033306654448758184,---,---,nan,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094162,305.97926330000001,38.466352000000001,305.97936187218983,38.466314095328237,0.31,---,---,10.147189129104806,0.00050476641385280773,---,---,10.163000106811523,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094261,306.10511059999999,38.485246400000001,306.10518936002086,38.485285342488787,0.26300000000000001,---,---,10.426386510716167,0.00024947724202830447,---,---,10.309000015258789,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094105,305.92853769999999,38.475976199999998,305.92834382471665,38.47595567471928,0.55100000000000005,---,---,12.584590705295348,0.000245477838068394,---,---,12.53600025177002,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
nan,nan,nan,305.92912616711777,38.476154406679825,nan,---,---,12.926875895903731,0.00051337038963193238,---,---,nan,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094203,306.02728089999999,38.492551200000001,306.0273145328652,38.4925219748106,0.14199999999999999,---,---,9.8013035808883124,0.00078075968713579511,---,---,9.8920001983642578,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
